--------- beginning of system
I/Vold    (  150): Vold 2.1 (the revenge) firing up
D/VoldCmdListener(  150): cryptfs mountdefaultencrypted
I/Auth    ( 1173): [ReflectiveChannelBinder] Successfully bound channel!
W/Conscrypt( 1173): Could not set socket write timeout: java.lang.reflect.InvocationTargetException
W/Conscrypt( 1173): 	at java.lang.reflect.Method.invoke(Native Method)
W/Conscrypt( 1173): 	at java.lang.reflect.Method.invoke(Method.java:372)
W/Conscrypt( 1173): Caused by: android.system.ErrnoException: setsockopt failed: EBADF (Bad file number)
W/Conscrypt( 1173): 	at libcore.io.Posix.setsockoptTimeval(Native Method)
W/Conscrypt( 1173): 	at libcore.io.ForwardingOs.setsockoptTimeval(ForwardingOs.java:147)
E/WifiStateMachine(  471): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.00 rxSuccessRate=0.02 targetRoamBSSID=02:1d:aa:3c:3d:e8 RSSI=-54
E/WifiStateMachine(  471): WifiStateMachine starting scan for "BagelPeace"WPA_PSK with 2462,5180
W/Conscrypt( 1173): Could not set socket write timeout: java.lang.reflect.InvocationTargetException
W/Conscrypt( 1173): 	at java.lang.reflect.Method.invoke(Native Method)
W/Conscrypt( 1173): 	at java.lang.reflect.Method.invoke(Method.java:372)
W/Conscrypt( 1173): Caused by: android.system.ErrnoException: setsockopt failed: EBADF (Bad file number)
W/Conscrypt( 1173): 	at libcore.io.Posix.setsockoptTimeval(Native Method)
W/Conscrypt( 1173): 	at libcore.io.ForwardingOs.setsockoptTimeval(ForwardingOs.java:147)
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Settings( 3495): Setting http_proxy has moved from android.provider.Settings.Secure to android.provider.Settings.Global.
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  471): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.13 rxSuccessRate=0.15 targetRoamBSSID=02:1d:aa:3c:3d:e8 RSSI=-54
E/WifiStateMachine(  471): WifiStateMachine starting scan for "BagelPeace"WPA_PSK with 2462,5180
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/WifiService(  471): acquireWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@22dab634}
E/WifiStateMachine(  471): WifiStateMachine CMD_START_SCAN source 10008 txSuccessRate=0.00 rxSuccessRate=0.16 targetRoamBSSID=02:1d:aa:3c:3d:e8 RSSI=-53
I/vgn     ( 1173): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/vgn     ( 1173): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/vgn     ( 1173): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/vgn     ( 1173): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
W/ctxmgr  ( 1173): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):IndoorOutdoorProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 1173). Was: 3 for 57, account#-517948760#
D/WifiService(  471): releaseWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@22dab634}
D/libgps  (  471): proxy_gps_inject_location: called.
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  471): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.00 rxSuccessRate=0.02 targetRoamBSSID=02:1d:aa:3c:3d:e8 RSSI=-54
E/WifiStateMachine(  471): WifiStateMachine starting scan for "BagelPeace"WPA_PSK with 2462,5180
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  471): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.75 rxSuccessRate=0.75 targetRoamBSSID=02:1d:aa:3c:3d:e8 RSSI=-56
E/WifiStateMachine(  471): WifiStateMachine starting scan for "BagelPeace"WPA_PSK with 2462,5180
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Process ( 3495): Unable to open /proc/16119/status
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  471): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.00 rxSuccessRate=0.10 targetRoamBSSID=02:1d:aa:3c:3d:e8 RSSI=-54
E/WifiStateMachine(  471): WifiStateMachine starting scan for "BagelPeace"WPA_PSK with 2462,5180
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(16175): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(16175): CheckJNI is OFF
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(16175): Calling main entry com.android.commands.am.Am
I/Trepn   (14984): Trepn 6.2s: Received intent: com.quicinc.trepn.stop_profiling
D/AndroidRuntime(16175): Shutting down VM
D/AndroidRuntime(16195): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(16195): CheckJNI is OFF
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(16195): Calling main entry com.android.commands.am.Am
D/AndroidRuntime(16195): Shutting down VM
D/AndroidRuntime(16217): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(16217): CheckJNI is OFF
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(16217): Calling main entry com.android.commands.am.Am
I/ActivityManager(  471): Force stopping com.android.chrome appid=10035 user=0: from pid 16217
I/ActivityManager(  471): Killing 15690:com.android.chrome/u0a35 (adj 9): stop com.android.chrome
W/ActivityManager(  471): Spurious death for ProcessRecord{24298bfc 15690:com.android.chrome/u0a35}, curProc for 15690: null
D/AndroidRuntime(16217): Shutting down VM
D/AndroidRuntime(16229): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(16229): CheckJNI is OFF
D/AndroidRuntime(16229): Calling main entry com.android.commands.pm.Pm
I/ActivityManager(  471): Force stopping com.android.chrome appid=10035 user=0: clear data
I/GeofencerStateMachine( 1173): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_ALL packageName=com.android.chrome]
D/Documents( 9553): Update found 8 roots in 2ms
I/art     (16229): System.exit called, status: 0
I/AndroidRuntime(16229): VM exiting with result code 0.
I/LocationSettingsChecker( 1040): Removing dialog suppression flag for package com.android.chrome
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/Icing   ( 1040): doRemovePackageData com.android.chrome
I/Icing   ( 1040): Removing corpus key 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC for package com.android.chrome
I/Icing   ( 1040): updateResources: need to parse xax{com.android.chrome}
I/Icing   ( 1040): Indexing 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC from com.android.chrome
I/ActivityManager(  471): Start proc 16263:com.android.chrome/u0a35 for content provider com.android.chrome/com.google.android.apps.chrome.icing.IcingProvider
W/DynamiteModule(16263): Local module descriptor class for com.google.android.gms.googlecertificates not found.
I/DynamiteModule(16263): Considering local module com.google.android.gms.googlecertificates:0 and remote module com.google.android.gms.googlecertificates:4
I/DynamiteModule(16263): Selected remote version of com.google.android.gms.googlecertificates, version >= 4
W/ResourcesManager(16263): Asset path '/system/framework/com.android.media.remotedisplay.jar' does not exist or contains no resources.
W/ResourcesManager(16263): Asset path '/system/framework/com.android.location.provider.jar' does not exist or contains no resources.
I/Icing   ( 1040): Indexing done 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC
E/WakeLock( 1173): release without a matched acquire!
I/vgn     ( 1173): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/Icing   ( 1040): App history upload skipped! enabled: true, opt-in: false, account updated timestamp: 1529151639
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/vgn     ( 1173): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/vgn     ( 1173): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  471): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.25 rxSuccessRate=0.13 targetRoamBSSID=02:1d:aa:3c:3d:e8 RSSI=-55
E/WifiStateMachine(  471): WifiStateMachine starting scan for "BagelPeace"WPA_PSK with 2462,5180
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
