--------- beginning of system
I/Vold    (  153): Vold 2.1 (the revenge) firing up
D/VoldCmdListener(  153): cryptfs mountdefaultencrypted
W/ActivityManager(  455): 	at com.android.server.am.ActiveServices.removeConnectionLocked(ActiveServices.java:1795)
W/ActivityManager(  455): 	at com.android.server.am.ActiveServices.killServicesLocked(ActiveServices.java:2193)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.cleanUpApplicationRecordLocked(ActivityManagerService.java:14895)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.handleAppDiedLocked(ActivityManagerService.java:4552)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.removeProcessLocked(ActivityManagerService.java:5789)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.killPackageProcessesLocked(ActivityManagerService.java:5594)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5655)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5499)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.forceStopPackage(ActivityManagerService.java:5309)
W/ActivityManager(  455): 	at android.app.ActivityManagerNative.onTransact(ActivityManagerNative.java:1461)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.onTransact(ActivityManagerService.java:2208)
W/ActivityManager(  455): 	at android.os.Binder.execTransact(Binder.java:446)
E/lowmemorykiller(  151): Error opening /proc/17947/oom_score_adj; errno=2
E/lowmemorykiller(  151): Error opening /proc/18081/oom_score_adj; errno=2
E/lowmemorykiller(  151): Error opening /proc/17947/oom_score_adj; errno=2
W/ActivityManager(  455): Exception when unbinding service com.android.chrome/org.chromium.content.app.SandboxedProcessService0
W/ActivityManager(  455): android.os.DeadObjectException
W/ActivityManager(  455): 	at android.os.BinderProxy.transactNative(Native Method)
W/ActivityManager(  455): 	at android.os.BinderProxy.transact(Binder.java:496)
W/ActivityManager(  455): 	at android.app.ApplicationThreadProxy.scheduleUnbindService(ApplicationThreadNative.java:921)
W/ActivityManager(  455): 	at com.android.server.am.ActiveServices.removeConnectionLocked(ActiveServices.java:1795)
W/ActivityManager(  455): 	at com.android.server.am.ActiveServices.killServicesLocked(ActiveServices.java:2193)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.cleanUpApplicationRecordLocked(ActivityManagerService.java:14895)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.handleAppDiedLocked(ActivityManagerService.java:4552)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.removeProcessLocked(ActivityManagerService.java:5789)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.killPackageProcessesLocked(ActivityManagerService.java:5594)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5655)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5499)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.forceStopPackage(ActivityManagerService.java:5309)
W/ActivityManager(  455): 	at android.app.ActivityManagerNative.onTransact(ActivityManagerNative.java:1461)
W/ActivityManager(  455): 	at com.android.server.am.ActivityManagerService.onTransact(ActivityManagerService.java:2208)
W/ActivityManager(  455): 	at android.os.Binder.execTransact(Binder.java:446)
I/ActivityManager(  455): Killing 18081:com.android.chrome:sandboxed_process2/u0a35i61 (adj 10): isolated not needed
E/lowmemorykiller(  151): Error opening /proc/17947/oom_score_adj; errno=2
W/libprocessgroup(  455): failed to open /acct/uid_10035/pid_18081/cgroup.procs: No such file or directory
E/lowmemorykiller(  151): Error opening /proc/18081/oom_score_adj; errno=2
W/ActivityManager(  455): Force removing ActivityRecord{19888951 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity t5053}: app died, no saved state
I/ActivityManager(  455): Killing 17947:com.android.chrome:sandboxed_process0/u0a35i59 (adj 9): isolated not needed
W/libprocessgroup(  455): failed to open /acct/uid_10035/pid_17947/cgroup.procs: No such file or directory
W/ActivityManager(  455): Spurious death for ProcessRecord{33a874d5 17808:com.android.chrome:privileged_process0/u0a35}, curProc for 17808: null
D/AndroidRuntime(18449): Shutting down VM
W/ActivityManager(  455): Unbind failed: could not find connection for android.os.BinderProxy@3ebf6139
W/ActivityManager(  455): Spurious death for ProcessRecord{a2bee2a 17737:com.android.chrome/u0a35}, curProc for 17737: null
W/InputMethodManagerService(  455): Got RemoteException sending setActive(false) notification to pid 17737 uid 10035
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1033): Hotword upgrade key is null!
W/SessionLifecycleManager( 1033): Handover failed. Creating new session controller.
I/OptInState( 1033): There is a new client and it does not support opt-in. Dropping request.
W/LocationOracle( 1033): No location history returned by ContextManager
I/MicroDetectionWorker( 1033): #updateMicroDetector [detectionMode: [mDetectionMode: [1]]]
I/MicroDetectionWorker( 1033): #startMicroDetector [speakerMode: 0]
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1033): Hotword upgrade key is null!
I/MicroDetectionWorker( 1033): onReady
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1033): Hotword upgrade key is null!
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/MicroRecognitionRunner( 1033): Starting detection.
I/MicrophoneInputStream( 1033): mic_starting com.google.android.apps.gsa.speech.audio.af@32baca22
I/AudioFlinger(  208): AudioFlinger's thread 0xab655fe8 ready to run
I/SoundTriggerHwService::Module(  208): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
I/MicrophoneInputStream( 1033): mic_started com.google.android.apps.gsa.speech.audio.af@32baca22
W/ctxmgr  (  855): [AclManager]No 3 for (accnt=account#-517948760#, com.google.android.gms(10008):UserVelocityProducer, vrsn=12685011, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 855). Was: 3 for 1, account#-517948760#
E/SQLiteLog(  855): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog(  855): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog(  855): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
I/vgn     (  855): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/GeofencerStateMachine(  855): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/GeofencerStateMachine(  855): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/PlaceInferenceEngine(  855): [anon] Changed inference mode: 0
D/AndroidRuntime(18465): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(18465): CheckJNI is OFF
I/MicroDetectionWorker( 1033): onReady
I/vgn     (  855): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/Places  (  855): ?: PlacesBleScanner start() with priority 2
I/PlaceInferenceEngine(  855): [anon] Changed inference mode: 1
D/BluetoothAdapter(  855): 869888788: getState() :  mService = null. Returning STATE_OFF
I/BeaconBle(  855): Using BLE 'L' hardware layer
I/BeaconBle(  855): Client requested scan, settings=BleSettings [scanMode=ZERO_POWER, callbackType=ALL_MATCHES, reportDelayMillis=0, 1 filters, 0 clients, callingClientName=Places]
E/BeaconBle(  855): Scan couldn't start for Places
W/Places  (  855): BLE failure while scanning - code 5
I/Places  (  855): Converted 7 out of 21 WiFi scans
I/PlaceInferenceEngine(  855): [anon] Changed inference mode: 1
W/ctxmgr  (  855): [AclManager]No 2 for (accnt=account#1813920180#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 855). Was: 2 for 1, account#1813920180#
W/ctxmgr  (  855): [AclManager]No 2 for (accnt=account#1644684176#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 855). Was: 2 for 1, account#1644684176#
W/ctxmgr  (  855): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 855). Was: 3 for 1, account#-517948760#
W/ctxmgr  (  855): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):UserVelocityProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 855). Was: 3 for 48, account#-517948760#
W/OpenGLRenderer(  933): Incorrectly called buildLayer on View: ShortcutAndWidgetContainer, destroying layer...
I/PlaceInferenceEngine(  855): No beacon scan available - ignoring candidates.
W/System.err( 1858): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 1858): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 1858): 	at java.lang.Thread.run(Thread.java:818)
D/AndroidRuntime(18465): Calling main entry com.android.commands.pm.Pm
I/ActivityManager(  455): Force stopping com.android.chrome appid=10035 user=0: clear data
D/TaskPersister(  455): removeObsoleteFile: deleting file=5053_task.xml
D/TaskPersister(  455): removeObsoleteFile: deleting file=5053_task_thumbnail.png
I/GeofencerStateMachine(  855): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_ALL packageName=com.android.chrome]
D/Documents( 8033): Update found 8 roots in 17ms
I/art     (18465): System.exit called, status: 0
I/AndroidRuntime(18465): VM exiting with result code 0.
I/LocationSettingsChecker( 1014): Removing dialog suppression flag for package com.android.chrome
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/Icing   ( 1014): doRemovePackageData com.android.chrome
I/Icing   ( 1014): Removing corpus key 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC for package com.android.chrome
I/Icing   ( 1014): Flash index sort hb 5 prefix-hits 29 -> 22 at 7.011ms
I/Icing   ( 1014): updateResources: need to parse xax{com.android.chrome}
I/Icing   ( 1014): Indexing 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC from com.android.chrome
I/ActivityManager(  455): Start proc 18500:com.android.chrome/u0a35 for content provider com.android.chrome/com.google.android.apps.chrome.icing.IcingProvider
W/DynamiteModule(18500): Local module descriptor class for com.google.android.gms.googlecertificates not found.
I/DynamiteModule(18500): Considering local module com.google.android.gms.googlecertificates:0 and remote module com.google.android.gms.googlecertificates:4
I/DynamiteModule(18500): Selected remote version of com.google.android.gms.googlecertificates, version >= 4
W/ResourcesManager(18500): Asset path '/system/framework/com.android.media.remotedisplay.jar' does not exist or contains no resources.
W/ResourcesManager(18500): Asset path '/system/framework/com.android.location.provider.jar' does not exist or contains no resources.
I/Icing   ( 1014): Indexing done 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/ctxmgr  (  855): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):PlacesProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 855). Was: 3 for 18, account#-517948760#
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(18535): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(18535): CheckJNI is OFF
D/AndroidRuntime(18535): Calling main entry com.android.commands.am.Am
I/Trepn   ( 7301): Trepn 6.2s: Received intent: com.quicinc.trepn.export_to_csv; filename: Trepn_2018.06.19_094621.db; filename: HT4AMJT02334_Trepn_2018.06.19_094621.csv
D/AndroidRuntime(18535): Shutting down VM
W/FileUtils( 7301): Failed to chmod(/storage/emulated/0/trepn/Trepn_2018.06.19_094621.db): android.system.ErrnoException: chmod failed: EPERM (Operation not permitted)
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/System.err( 1858): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 1858): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 1858): 	at java.lang.Thread.run(Thread.java:818)
W/System.err( 1858): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 1858): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
