--------- beginning of crash
F/libc    (29974): Fatal signal 11 (SIGSEGV), code 1, fault addr 0x7f859072f4 in tid 29985 (Binder_2)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.onEvent(FileObserver.java:122)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.observe(Native Method)
W/System.err(22108): 	at android.os.FileObserver$ObserverThread.run(FileObserver.java:85)
W/System.err(22108): android.os.DeadObjectException
W/System.err(22108): 	at android.os.BinderProxy.transactNative(Native Method)
W/System.err(22108): 	at android.os.BinderProxy.transact(Binder.java:496)
W/System.err(22108): 	at android.os.IMessenger$Stub$Proxy.send(IMessenger.java:89)
W/System.err(22108): 	at android.os.Messenger.send(Messenger.java:57)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.l.a(Unknown Source)
W/System.err(22108): 	at com.estrongs.android.scanner.service.c.onEvent(Unknown Source)
