--------- beginning of crash
F/libc    (29974): Fatal signal 11 (SIGSEGV), code 1, fault addr 0x7f859072f4 in tid 29985 (Binder_2)
D/ConnectivityService(  451): ConnectivityService NetworkRequestInfo binderDied(NetworkRequest [ id=711, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ], android.os.BinderProxy@15ab3636)
E/ConnectivityService(  451): RemoteException caught trying to send a callback msg for NetworkRequest [ id=708, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): releasing NetworkRequest NetworkRequest [ id=711, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
E/ConnectivityService(  451): RemoteException caught trying to send a callback msg for NetworkRequest [ id=711, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
W/WindowManager(  451): Failed looking up window
W/WindowManager(  451): java.lang.IllegalArgumentException: Requested window android.os.BinderProxy@2a6d3cef does not exist
W/WindowManager(  451): 	at com.android.server.wm.WindowManagerService.windowForClientLocked(WindowManagerService.java:8539)
W/WindowManager(  451): 	at com.android.server.wm.WindowManagerService.windowForClientLocked(WindowManagerService.java:8530)
W/WindowManager(  451): 	at com.android.server.wm.WindowState$DeathRecipient.binderDied(WindowState.java:1142)
W/WindowManager(  451): 	at android.os.BinderProxy.sendDeathNotice(Binder.java:551)
I/WindowState(  451): WIN DEATH: null
E/lowmemorykiller(  149): Error opening /proc/6696/oom_score_adj; errno=2
W/ActivityManager(  451): Exception when unbinding service com.android.chrome/org.chromium.content.app.SandboxedProcessService0
W/ActivityManager(  451): android.os.DeadObjectException
W/ActivityManager(  451): 	at android.os.BinderProxy.transactNative(Native Method)
W/ActivityManager(  451): 	at android.os.BinderProxy.transact(Binder.java:496)
W/ActivityManager(  451): 	at android.app.ApplicationThreadProxy.scheduleUnbindService(ApplicationThreadNative.java:921)
W/ActivityManager(  451): 	at com.android.server.am.ActiveServices.removeConnectionLocked(ActiveServices.java:1795)
W/ActivityManager(  451): 	at com.android.server.am.ActiveServices.killServicesLocked(ActiveServices.java:2193)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.cleanUpApplicationRecordLocked(ActivityManagerService.java:14895)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.handleAppDiedLocked(ActivityManagerService.java:4552)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.removeProcessLocked(ActivityManagerService.java:5789)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.killPackageProcessesLocked(ActivityManagerService.java:5594)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5655)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5499)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.forceStopPackage(ActivityManagerService.java:5309)
W/ActivityManager(  451): 	at android.app.ActivityManagerNative.onTransact(ActivityManagerNative.java:1461)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.onTransact(ActivityManagerService.java:2208)
W/ActivityManager(  451): 	at android.os.Binder.execTransact(Binder.java:446)
E/lowmemorykiller(  149): Error opening /proc/6696/oom_score_adj; errno=2
E/lowmemorykiller(  149): Error opening /proc/6820/oom_score_adj; errno=2
E/lowmemorykiller(  149): Error opening /proc/6820/oom_score_adj; errno=2
W/ActivityManager(  451): Exception when unbinding service com.android.chrome/org.chromium.content.app.SandboxedProcessService2
W/ActivityManager(  451): android.os.DeadObjectException
W/ActivityManager(  451): 	at android.os.BinderProxy.transactNative(Native Method)
W/ActivityManager(  451): 	at android.os.BinderProxy.transact(Binder.java:496)
W/ActivityManager(  451): 	at android.app.ApplicationThreadProxy.scheduleUnbindService(ApplicationThreadNative.java:921)
W/ActivityManager(  451): 	at com.android.server.am.ActiveServices.removeConnectionLocked(ActiveServices.java:1795)
W/ActivityManager(  451): 	at com.android.server.am.ActiveServices.killServicesLocked(ActiveServices.java:2193)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.cleanUpApplicationRecordLocked(ActivityManagerService.java:14895)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.handleAppDiedLocked(ActivityManagerService.java:4552)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.removeProcessLocked(ActivityManagerService.java:5789)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.killPackageProcessesLocked(ActivityManagerService.java:5594)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5655)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5499)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.forceStopPackage(ActivityManagerService.java:5309)
W/ActivityManager(  451): 	at android.app.ActivityManagerNative.onTransact(ActivityManagerNative.java:1461)
W/ActivityManager(  451): 	at com.android.server.am.ActivityManagerService.onTransact(ActivityManagerService.java:2208)
W/ActivityManager(  451): 	at android.os.Binder.execTransact(Binder.java:446)
I/ActivityManager(  451): Killing 6696:com.android.chrome:sandboxed_process0/u0a35i759 (adj 9): isolated not needed
W/libprocessgroup(  451): failed to open /acct/uid_10035/pid_6696/cgroup.procs: No such file or directory
E/lowmemorykiller(  149): Error opening /proc/6820/oom_score_adj; errno=2
W/ActivityManager(  451): Force removing ActivityRecord{f158470 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity t3834}: app died, no saved state
E/lowmemorykiller(  149): Error opening /proc/6820/oom_score_adj; errno=2
I/ActivityManager(  451): Killing 6820:com.android.chrome:sandboxed_process2/u0a35i761 (adj 9): isolated not needed
W/libprocessgroup(  451): failed to open /acct/uid_10035/pid_6820/cgroup.procs: No such file or directory
W/ActivityManager(  451): Spurious death for ProcessRecord{dc7ac04 6608:com.android.chrome:privileged_process0/u0a35}, curProc for 6608: null
W/ActivityManager(  451): Unbind failed: could not find connection for android.os.BinderProxy@85cd35b
W/ActivityManager(  451): Spurious death for ProcessRecord{33505ef3 6540:com.android.chrome/u0a35}, curProc for 6540: null
D/AndroidRuntime( 7094): Shutting down VM
I/OpenGLRenderer(  902): Initialized EGL, version 1.4
W/InputMethodManagerService(  451): Got RemoteException sending setActive(false) notification to pid 6540 uid 10035
V/RenderScript(  902): Application requested CPU execution
V/RenderScript(  902): 0x559c47d690 Launching thread(s), CPUs 2
W/SessionLifecycleManager(15005): Handover failed. Creating new session controller.
I/OptInState(15005): There is a new client and it does not support opt-in. Dropping request.
W/LocationOracle(15005): No location history returned by ContextManager
I/MicroDetectionWorker(15005): #updateMicroDetector [detectionMode: [mDetectionMode: [1]]]
I/MicroDetectionWorker(15005): #startMicroDetector [speakerMode: 0]
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings(15005): Hotword upgrade key is null!
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings(15005): Hotword upgrade key is null!
I/MicroDetectionWorker(15005): onReady
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
I/MicroRecognitionRunner(15005): Starting detection.
I/MicrophoneInputStream(15005): mic_starting com.google.android.apps.gsa.speech.audio.af@3e4b7b10
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/SoundTriggerHwService::Module(  205): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
I/AudioFlinger(  205): AudioFlinger's thread 0xabc00648 ready to run
I/MicrophoneInputStream(15005): mic_started com.google.android.apps.gsa.speech.audio.af@3e4b7b10
D/AndroidRuntime( 7115): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime( 7115): CheckJNI is OFF
W/ctxmgr  (  965): [AclManager]No 3 for (accnt=account#-517948760#, com.google.android.gms(10008):UserVelocityProducer, vrsn=12685011, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 965). Was: 3 for 1, account#-517948760#
I/vgn     (  965): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/GeofencerStateMachine(  965): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/GeofencerStateMachine(  965): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/MicroDetectionWorker(15005): onReady
I/PlaceInferenceEngine(  965): [anon] Changed inference mode: 0
W/OpenGLRenderer(  902): Incorrectly called buildLayer on View: ShortcutAndWidgetContainer, destroying layer...
I/vgn     (  965): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/art     (  451): Explicit concurrent mark sweep GC freed 87035(4MB) AllocSpace objects, 56(4MB) LOS objects, 33% free, 30MB/45MB, paused 722us total 128.030ms
I/Places  (  965): ?: PlacesBleScanner start() with priority 2
I/PlaceInferenceEngine(  965): [anon] Changed inference mode: 1
D/BluetoothAdapter(  965): 403087025: getState() :  mService = null. Returning STATE_OFF
I/BeaconBle(  965): Using BLE 'L' hardware layer
I/Places  (  965): Converted 0 out of 33 WiFi scans
I/PlaceInferenceEngine(  965): [anon] Changed inference mode: 1
I/BeaconBle(  965): Client requested scan, settings=BleSettings [scanMode=ZERO_POWER, callbackType=ALL_MATCHES, reportDelayMillis=0, 1 filters, 0 clients, callingClientName=Places]
E/BeaconBle(  965): Scan couldn't start for Places
W/Places  (  965): BLE failure while scanning - code 5
D/AndroidRuntime( 7115): Calling main entry com.android.commands.pm.Pm
I/ActivityManager(  451): Force stopping com.android.chrome appid=10035 user=0: clear data
D/TaskPersister(  451): removeObsoleteFile: deleting file=3834_task.xml
D/TaskPersister(  451): removeObsoleteFile: deleting file=3834_task_thumbnail.png
I/GeofencerStateMachine(  965): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_ALL packageName=com.android.chrome]
D/Documents(29335): Update found 8 roots in 13ms
I/LocationSettingsChecker(  987): Removing dialog suppression flag for package com.android.chrome
I/Icing   (  987): doRemovePackageData com.android.chrome
I/Icing   (  987): Removing corpus key 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC for package com.android.chrome
I/PlaceInferenceEngine(  965): No beacon scan available - ignoring candidates.
I/art     ( 7115): System.exit called, status: 0
I/AndroidRuntime( 7115): VM exiting with result code 0.
I/Icing   (  987): Flash index sort hb 5 prefix-hits 27 -> 20 at 8.174ms
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/Icing   (  987): updateResources: need to parse xax{com.android.chrome}
I/Icing   (  987): Indexing 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC from com.android.chrome
I/ActivityManager(  451): Start proc 7158:com.android.chrome/u0a35 for content provider com.android.chrome/com.google.android.apps.chrome.icing.IcingProvider
W/DynamiteModule( 7158): Local module descriptor class for com.google.android.gms.googlecertificates not found.
I/DynamiteModule( 7158): Considering local module com.google.android.gms.googlecertificates:0 and remote module com.google.android.gms.googlecertificates:4
I/DynamiteModule( 7158): Selected remote version of com.google.android.gms.googlecertificates, version >= 4
W/ResourcesManager( 7158): Asset path '/system/framework/com.android.media.remotedisplay.jar' does not exist or contains no resources.
W/ResourcesManager( 7158): Asset path '/system/framework/com.android.location.provider.jar' does not exist or contains no resources.
I/Icing   (  987): Indexing done 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.google.android.inputmethod.latin componentName=null serviceId=66
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload false
E/tegra_memtrack_hal(  451): failed to read header for pid 451: Operation not permitted
E/tegra_memtrack_hal(  451): failed to read header for pid 451: Operation not permitted
E/tegra_memtrack_hal(  451): failed to read header for pid 451: Operation not permitted
E/tegra_memtrack_hal(  451): failed to read header for pid 451: Operation not permitted
E/tegra_memtrack_hal(  451): failed to read header for pid 451: Operation not permitted
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/ctxmgr  (  965): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):PlacesProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 965). Was: 3 for 18, account#-517948760#
I/vgn     (  965): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/vgn     (  965): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 7211): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime( 7211): CheckJNI is OFF
D/AndroidRuntime( 7211): Calling main entry com.android.commands.am.Am
I/Trepn   ( 5683): Trepn 6.2s: Received intent: com.quicinc.trepn.export_to_csv; filename: Trepn_2018.06.14_184433.db; filename: HT4AMJT02334_Trepn_2018.06.14_184433.csv
D/AndroidRuntime( 7211): Shutting down VM
W/FileUtils( 5683): Failed to chmod(/storage/emulated/0/trepn/Trepn_2018.06.14_184433.db): android.system.ErrnoException: chmod failed: EPERM (Operation not permitted)
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  451): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.83 rxSuccessRate=0.44 targetRoamBSSID=any RSSI=-57
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
